name,colors,types,price,tags
Revoke Existence,['W'],['Sorcery'],0.03,"['disenchant-naturalize', 'removal-artifact', 'removal-enchantment', 'removal']"
Revoke Privileges,['W'],['Enchantment'],0.03,"['prevent-blocker', 'removal-creature', 'prevent-attack', 'removal']"
Revolutionary Rebuff,['U'],['Instant'],0.03,"['alliteration', 'alliteration', 'counterspell-soft', 'counterspell', 'card-names', 'blue-effect']"
Revolutionist,['R'],['Creature'],0.03,"['virtual-vanilla', 'single-english-word-name', 'card-advantage', 'regrowth', 'recursion', 'flavors-of-vanilla', 'card-names']"
Reward the Faithful,['W'],['Instant'],0.06,"['lifegain', 'mana-value-matters', 'selective-group-hug', 'group-hug']"
Rewards of Diversity,['W'],['Enchantment'],0.06,"['lifegain', 'cast-trigger', 'cast-trigger-other', 'hate-color']"
Reweave,['U'],['Instant'],0.02,"['single-english-word-name', 'removal-creature', 'card-advantage', 'swap-removal', 'consult', 'removal-artifact', 'removal-land', 'removal-planeswalker', 'removal-enchantment', 'removal-permanent', 'removal', 'card-names']"
Rewind,['U'],['Instant'],0.03,"['single-english-word-name', 'refund', 'untapper-land', 'counterspell', 'card-names', 'blue-effect']"
"Rex, Cyber-Hound","['U', 'W']","['Artifact', 'Creature']",0.89,"['saboteur', 'hate-graveyard', 'graveyard-fuel', 'graveyard-fuel-creature', 'energy-generator', 'mill']"
Reya Dawnbringer,['W'],['Creature'],0.08,"['evasion', 'creature-type-erratum', 'reanimate-creature', 'reanimate', 'recursion-creature', 'recursion']"
"Reyav, Master Smith","['R', 'W']",['Creature'],0.04,"['unique-type-line', 'attack-trigger', 'attack-trigger', 'synergy-attacker', 'fun-ruling', 'synergy-equipment', 'synergy-aura', 'gives-double-strike', 'draft-signpost', 'cycle']"
"Reyhan, Last of the Abzan","['B', 'G']",['Creature'],,"['intervening-if-clause', 'gains-pp-counters', 'gives-pp-counters', 'death-trigger', 'pp-counters-matter', 'counters-matter', 'pair-commander', 'synergy-commander', 'leaves-battlefield-trigger', 'alt-commander', 'alt-commander', 'cycle']"
Rhet-Crop Spearmaster,['W'],['Creature'],0.04,"['synergy-attacker-self', 'gains-first-strike']"
Rhet-Tomb Mystic,['U'],['Creature'],1.29,"['evasion', 'discard-outlet', 'rummage', 'card-advantage', 'red-effect']"
Rhizome Lurcher,"['B', 'G']",['Creature'],0.03,"['gains-pp-counters', 'virtual-vanilla', 'cards-in-graveyard-matter', 'flavors-of-vanilla', 'cycle']"
"Rhoda, Geist Avenger",['W'],['Creature'],0.1,"['intervening-if-clause', 'gains-pp-counters', 'pair-commander', 'hate-tapped', 'tutored-by-name']"
Rhonas the Indomitable,['G'],['Creature'],0.07,"['drawback', 'boost-power', 'gives-trample', 'power-matters', 'restricted-blocker', 'cycle']"
Rhonas's Last Stand,['G'],['Sorcery'],0.02,"['namesake-spell', 'drawback', 'unique-token', 'cycle', 'card-names']"
Rhonas's Monument,['C'],['Artifact'],,"['namesake-spell', 'cast-trigger-you', 'ramp', 'gives-trample', 'synergy-green', 'cast-trigger', 'cost-reducer', 'cycle', 'card-names']"
Rhonas's Stalwart,['G'],['Creature'],0.03,"['evasion', 'namesake-spell', 'synergy-attacker-self', 'power-matters', 'bear-with-set-s-mechanic', 'bear-with-set-s-mechanic', 'card-names']"
Rhox,['G'],['Creature'],0.02,"['evasion', 'creature-type-erratum', 'regenerates-self']"
Rhox Bodyguard,"['G', 'W']",['Creature'],0.03,"['attack-trigger', 'attack-trigger', 'lifegain', 'virtual-french-vanilla', 'synergy-attacker', 'flavors-of-vanilla', 'cycle']"
Rhox Brute,"['G', 'R']",['Creature'],,['cycle']
Rhox Charger,['G'],['Creature'],0.03,"['attack-trigger', 'attack-trigger', 'french-vanilla', 'synergy-attacker', 'flavors-of-vanilla']"
Rhox Faithmender,['W'],['Creature'],,['lifegain']
Rhox Maulers,['G'],['Creature'],0.04,"['intervening-if-clause', 'gains-pp-counters', 'french-vanilla', 'saboteur', 'untracked-indefinite-effect', 'indefinite-effect', 'flavors-of-vanilla']"
Rhox Meditant,['W'],['Creature'],0.03,"['intervening-if-clause', 'virtual-vanilla', 'draw', 'cantrip', 'synergy-green', 'card-advantage', 'flavors-of-vanilla', 'cycle']"
Rhox Oracle,['G'],['Creature'],0.03,"['virtual-vanilla', 'draw', 'cantrip', 'card-advantage', 'flavors-of-vanilla']"
Rhox Pikemaster,['W'],['Creature'],0.03,"['gives-first-strike', 'typal-creature', 'typal']"
Rhox Pummeler,['G'],['Creature'],0.01,['gains-trample']
Rhox Veteran,['W'],['Creature'],0.03,"['attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'synergy-attacker', 'tapper-creature', 'power-boost-to-all']"
Rhox War Monk,"['G', 'U', 'W']",['Creature'],0.03,"['lifegain', 'french-vanilla', 'flavors-of-vanilla', 'cycle']"
"Rhuk, Hexgold Nabber",['R'],['Creature'],0.02,"['unique-type-line', 'attack-trigger', 'attack-trigger', 'synergy-attacker', 'death-trigger', 'synergy-equipment', 'quick-equip', 'leaves-battlefield-trigger']"
Rhys the Exiled,['G'],['Creature'],0.02,"['attack-trigger', 'attack-trigger', 'lifegain', 'noncreature-tribal', 'synergy-attacker-self', 'sacrifice-outlet-creature', 'offcolor-ability', 'regenerates-self', 'tribal-elf', 'typal-creature', 'sacrifice-outlet', 'typal', 'cycle']"
Rhys the Redeemed,"['G', 'W']",['Creature'],0.02,"['alliteration', 'alliteration', 'repeatable-token-generator', 'copy-creature', 'synergy-token', 'copy', 'card-names']"
Rhystic Cave,['C'],['Land'],0.06,"['rhystic', 'dilemma']"
Rhystic Circle,['W'],['Enchantment'],0.07,"['damage-prevention', 'rhystic', 'damage-prevention-you', 'dilemma']"
Rhystic Deluge,['U'],['Enchantment'],0.04,"['tapper-creature', 'rhystic', 'repeatable-crime', 'dilemma']"
Rhystic Lightning,['R'],['Instant'],0.04,"['burn-any', 'burn-player', 'removal-creature-burn', 'removal-planeswalker-burn', 'burn-with-set-mechanic', 'rhystic', 'removal-creature', 'punisher', 'removal-battle-burn', 'removal-planeswalker', 'removal', 'dilemma']"
Rhystic Scrying,['U'],['Sorcery'],0.04,"['draw', 'discard-outlet', 'loot', 'rhystic', 'card-advantage', 'dilemma', 'blue-effect']"
Rhystic Shield,['W'],['Instant'],0.04,"['rhystic', 'dilemma']"
Rhystic Study,['U'],['Enchantment'],,"['draw', 'repeatable-draw', 'cast-trigger', 'card-advantage', 'cast-trigger-other']"
Rhystic Syphon,['B'],['Sorcery'],0.04,"['lifegain', 'opponent-loses-life', 'drain-life', 'rhystic', 'inverted-effects', 'dilemma']"
Rhystic Tutor,['B'],['Sorcery'],0.22,"['tutor-to-hand', 'rhystic', 'tutor-card', 'tutor-to', 'tutor', 'dilemma']"
Rhythm of the Wild,"['G', 'R']",['Enchantment'],0.04,"['gives-pp-counters', 'gives-haste', 'fun-ruling', 'hate-counterspell']"
"Ria Ivor, Bane of Bladehold","['B', 'W']",['Creature'],0.03,"['alliteration', 'alliteration', 'unique-type-line', 'attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'repeatable-token-generator', 'synergy-attacker', 'power-boost-to-all', 'damage-prevention', 'poisonous', 'poison-mechanics', 'card-names']"
Rib Cage Spider,['G'],['Creature'],0.09,"['french-vanilla', 'flavors-of-vanilla']"
Ribald Shanty,['R'],['Instant'],,"['removal-creature-burn', 'removal-planeswalker-burn', 'removal-creature', 'removal-planeswalker', 'removal']"
Ribbon Snake,['U'],['Creature'],0.04,"['evasion', 'rhystic', 'dilemma', 'cycle']"
Ribbons of Night,['B'],['Sorcery'],0.02,"['lifegain', 'draw', 'removal-creature-burn', 'cantrip', 'removal-creature', 'card-advantage', 'removal', 'cycle']"
Ribbons of the Reikai,['U'],['Sorcery'],0.03,"['alliteration', 'alliteration', 'noncreature-tribal', 'draw', 'tribal-spirit', 'card-advantage', 'typal-creature', 'typal', 'card-names']"
Ribskiff,['C'],['Artifact'],0.03,"['draw', 'virtual-french-vanilla', 'cantrip', 'tap-fuel-creature', 'type-change', 'animate-self', 'animate-self', 'poisonous', 'card-advantage', 'poison-mechanics', 'flavors-of-vanilla', 'animate', 'animate']"
"Richlau, Headmaster","['U', 'W']",['Creature'],,"['synergy-artifact', 'reflexive-trigger', 'cost-reducer', 'synergy-artifact-creature', 'synergy-vehicle', 'restock', 'recursion']"
Ricochet Trap,['R'],['Instant'],0.03,"['hate-color', 'cycle']"
Rictus Robber,['B'],['Creature'],0.02,"['alliteration', 'alliteration', 'virtual-vanilla', 'out-of-color-token', 'morbid', 'flavors-of-vanilla', 'card-names']"
Riddle Gate Gargoyle,"['U', 'W']","['Artifact', 'Creature']",0.03,"['evasion', 'alliteration', 'alliteration', 'attack-trigger', 'attack-trigger', 'lifegain', 'synergy-attacker', 'bear-with-set-s-mechanic', 'bear-with-set-s-mechanic', 'gives-lifelink', 'energy-generator', 'card-names']"
Riddle of Lightning,['R'],['Instant'],0.04,"['burn-any', 'burn-player', 'removal-creature-burn', 'mana-value-matters', 'top-deck-manipulation', 'removal-planeswalker-burn', 'burn-with-set-mechanic', 'removal-creature', 'removal-battle-burn', 'removal-planeswalker', 'removal', 'cycle']"
Riddleform,['U'],['Enchantment'],0.03,"['evasion', 'cast-trigger-you', 'mana-sink', 'top-deck-manipulation', 'type-change', 'gains-flying', 'animate-self', 'animate-self', 'synergy-noncreature', 'cast-trigger', 'animate', 'animate']"
Riddlekeeper,['U'],['Creature'],,"['attack-trigger', 'attack-trigger', 'hate-attacker', 'synergy-planeswalker', 'mill']"
Riddlemaster Sphinx,['U'],['Creature'],0.02,"['evasion', 'virtual-french-vanilla', 'removal-creature-bounce', 'removal-creature', 'bounce', 'removal', 'flavors-of-vanilla', 'cycle']"
Riddlesmith,['U'],['Creature'],,"['cast-trigger-you', 'synergy-artifact', 'discard-outlet', 'loot', 'cast-trigger', 'card-advantage', 'cycle', 'blue-effect']"
Ride Down,"['R', 'W']",['Instant'],0.04,"['removal-creature-destroy', 'hate-blocker', 'gives-trample', 'removal-creature', 'removal', 'draft-signpost', 'cycle']"
Ride the Avalanche,"['G', 'U']",['Instant'],,"['gives-pp-counters', 'cast-trigger-you', 'delayed-triggered-ability', 'mana-value-matters', 'cast-trigger']"
Ride's End,['W'],['Instant'],0.03,"['removal-creature-exile', 'removal-creature', 'hate-tapped', 'removal']"
Riders of Gavony,['W'],['Creature'],,"['evasion', 'gives-protection', 'gives-evasion', 'tribal-human', 'typal-creature', 'typal', 'hate-tribal']"
Riders of Rohan,"['R', 'W']",['Creature'],0.52,"['alliteration', 'alliteration', 'virtual-vanilla', 'repeatable-token-generator', 'delayed-triggered-ability', 'flavors-of-vanilla', 'card-names']"
Riders of the Mark,['R'],['Creature'],0.03,"['intervening-if-clause', 'noncreature-tribal', 'synergy-attacker-self', 'repeatable-token-generator', 'out-of-color-token', 'bounce-self', 'toughness-matters', 'tribal-human', 'typal-creature', 'typal']"
Ridge Rannet,['R'],['Creature'],0.04,"['alliteration', 'alliteration', 'virtual-vanilla', 'draw', 'french-vanilla', 'activate-from-hand', 'activate-from-hand', 'card-advantage', 'flavors-of-vanilla', 'cycle', 'card-names']"
Ridged Kusite,['B'],['Creature'],0.04,"['unique-type-line', 'discard-outlet', 'boost-power', 'gives-first-strike', 'repeatable-crime', 'cycle', 'card-names']"
Ridgeline Rager,['R'],['Creature'],0.03,"['alliteration', 'alliteration', 'mana-sink', 'firebreathing', 'card-names']"
Ridgescale Tusker,['G'],['Creature'],0.03,"['creature-type-erratum', 'virtual-vanilla', 'gives-pp-counters', 'power-boost-to-all', 'flavors-of-vanilla']"
Ridgetop Raptor,['R'],['Creature'],0.04,"['alliteration', 'alliteration', 'creature-type-erratum', 'french-vanilla', 'flavors-of-vanilla', 'card-names']"
Riding Red Hare,['W'],['Sorcery'],,"['evasion', 'alliteration', 'alliteration', 'gives-evasion', 'enlarge', 'card-names']"
Riding the Dilu Horse,['G'],['Sorcery'],0.05,['gives-evasion']
"Rielle, the Everwise","['R', 'U']",['Creature'],0.02,"['draw', 'repeatable-draw', 'synergy-instant', 'synergy-sorcery', 'card-advantage', 'discard-matters', 'cards-in-graveyard-matter', 'cycle']"
"Rienne, Angel of Rebirth","['G', 'R', 'W']",['Creature'],0.19,"['evasion', 'alliteration', 'alliteration', 'delayed-triggered-ability', 'death-trigger', 'regrowth-creature', 'card-advantage', 'regrowth', 'leaves-battlefield-trigger', 'recursion-creature', 'recursion', 'card-names']"
Rift Bolt,['R'],['Sorcery'],0.04,"['intervening-if-clause', 'burn-any', 'burn-player', 'removal-creature-burn', 'removal-planeswalker-burn', 'burn-with-set-mechanic', 'removal-creature', 'removal-battle-burn', 'removal-planeswalker', 'removal']"
Rift Elemental,['R'],['Creature'],0.04,[]
Rift Sower,['G'],['Creature'],0.03,"['intervening-if-clause', 'ramp', 'mana-dork', 'mana-producer']"
Riftburst Hellion,"['G', 'R']",['Creature'],0.03,"['french-vanilla', 'flavors-of-vanilla']"
Riftmarked Knight,['W'],['Creature'],0.04,"['evasion', 'intervening-if-clause', 'unique-token', 'hate-blocker', 'block-trigger', 'block-trigger', 'out-of-color-token', 'hate-black', 'hate-white', 'hate-color']"
Riftstone Portal,['C'],['Land'],0.04,[]
Riftsweeper,['G'],['Creature'],0.03,"['virtual-vanilla', 'flavors-of-vanilla']"
Riftwing Cloudskate,['U'],['Creature'],0.04,"['evasion', 'intervening-if-clause', 'virtual-french-vanilla', 'removal-creature-bounce', 'removal-creature', 'bounce', 'removal-artifact', 'removal-land', 'removal-planeswalker', 'removal-enchantment', 'removal-permanent', 'removal', 'flavors-of-vanilla']"
Rigging Runner,['R'],['Creature'],0.03,"['alliteration', 'alliteration', 'gains-pp-counters', 'virtual-french-vanilla', 'synergy-attacker', 'flavors-of-vanilla', 'card-names']"
Righteous Aura,['W'],['Enchantment'],0.05,"['mana-sink', 'life-payment', 'damage-prevention', 'damage-prevention-you']"
Righteous Authority,"['U', 'W']",['Enchantment'],,"['draw', 'repeatable-draw', 'card-advantage', 'hand-size-matters']"
Righteous Avengers,['W'],['Creature'],0.05,"['evasion', 'creature-type-erratum', 'french-vanilla', 'flavors-of-vanilla']"
Righteous Blow,['W'],['Instant'],0.03,"['removal-creature-burn', 'hate-blocker', 'hate-attacker', 'removal-creature', 'removal']"
Righteous Cause,['W'],['Enchantment'],,"['attack-trigger', 'attack-trigger', 'lifegain', 'synergy-attacker', 'hate-attacker']"
Righteous Charge,['W'],['Sorcery'],0.04,['power-boost-to-all']
Righteous Confluence,['W'],['Sorcery'],0.43,"['lifegain', 'modal', 'removal-enchantment', 'removal', 'cycle']"
Righteous Fury,['W'],['Sorcery'],0.02,"['lifegain', 'sweeper-creature-destroy', 'hate-tapped', 'sweeper']"
Righteous Indignation,['W'],['Enchantment'],0.12,"['block-trigger', 'block-trigger', 'hate-black', 'hate-red', 'hate-color']"
Righteous Valkyrie,['W'],['Creature'],0.13,"['evasion', 'lifegain', 'noncreature-tribal', 'creaturefall', 'anthem', 'anthem', 'tribal-coupling', 'lifegain-matters', 'toughness-matters', 'typal-creature', 'typal']"
Righteous War,"['B', 'W']",['Enchantment'],0.03,"['synergy-white', 'synergy-black', 'hate-black', 'gives-protection', 'gives-evasion', 'hate-white', 'hate-color']"
Righteousness,['W'],['Instant'],0.03,"['single-english-word-name', 'combat-trick', 'card-names']"
"Rigo, Streetwise Mentor","['G', 'U', 'W']",['Creature'],0.02,"['unique-type-line', 'attack-trigger', 'attack-trigger', 'draw', 'synergy-attacker', 'power-matters', 'unique-mana-cost', 'card-advantage', 'cycle']"
Riku of Many Paths,"['G', 'R', 'U']",['Creature'],0.02,"['gains-pp-counters', 'repeatable-token-generator', 'cast-trigger-you', 'impulsive-draw', 'cast-trigger', 'gains-trample', 'card-advantage', 'red-effect']"
Riku of Two Reflections,"['G', 'R', 'U']",['Creature'],0.03,"['alliteration', 'alliteration', 'repeatable-token-generator', 'cast-trigger-you', 'synergy-instant', 'synergy-sorcery', 'creaturefall', 'copy-creature', 'copy-instant', 'cast-trigger', 'copy-sorcery', 'face-commander', 'copy', 'cycle', 'card-names']"
Rile,['R'],['Sorcery'],,"['draw', 'single-english-word-name', 'cantrip', 'gives-trample', 'card-advantage', 'card-names']"
"Rilsa Rael, Kingpin","['B', 'U']",['Creature'],0.62,"['evasion', 'alliteration', 'alliteration', 'attack-trigger', 'attack-trigger', 'synergy-attacker', 'tutor-land-basic', 'gives-first-strike', 'dnd-character', 'gives-deathtouch', 'gives-menace', 'gives-evasion', 'tutor-land', 'tutor', 'draft-signpost', 'dnd', 'cycle', 'card-names']"
Rime Dryad,['G'],['Creature'],,"['evasion', 'french-vanilla', 'hate-set-mechanic', 'flavors-of-vanilla']"
Rime Tender,['G'],['Creature'],0.03,"['unique-type-line', 'ramp', 'untapper-creature', 'mana-dork', 'bear-with-set-s-mechanic', 'bear-with-set-s-mechanic', 'untapper-land', 'mana-producer', 'untapper-artifact']"
Rime Transfusion,['B'],['Enchantment'],0.03,['evasion']
Rimebound Dead,['B'],['Creature'],0.03,"['unique-type-line', 'regenerates-self']"
Rimefeather Owl,['U'],['Creature'],0.02,"['evasion', 'type-change', 'creature-count-matters', 'aesthetic-counter', 'aesthetic-counter']"
Rimefur Reindeer,['W'],['Creature'],0.03,"['alliteration', 'alliteration', 'tapper-creature', 'card-names']"
Rimehorn Aurochs,['G'],['Creature'],0.03,"['unique-type-line', 'attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'synergy-attacker', 'force-blocker', 'typal-creature', 'typal']"
Rimescale Dragon,['R'],['Creature'],0.02,"['evasion', 'unique-type-line', 'tapper-creature', 'aesthetic-counter', 'aesthetic-counter']"
Rimeshield Frost Giant,['U'],['Creature'],0.03,"['french-vanilla', 'rhystic', 'flavors-of-vanilla', 'dilemma']"
Rimewall Protector,['U'],['Creature'],,"['noncreature-tribal', 'tribal-coupling', 'rhystic', 'typal-creature', 'typal', 'dilemma']"
Rimewind Cryomancer,['U'],['Creature'],0.03,"['counterspell', 'blue-effect']"
Rimewind Taskmage,['U'],['Creature'],0.03,"['tapper-creature', 'untapper-creature', 'untaps-self', 'untapper-land', 'tapper-artifact', 'untapper-artifact']"
Rimewood Falls,['C'],['Land'],0.03,"['unique-type-line', 'tapland', 'cycle-land', 'cycle-dual-land', 'cycle']"
Rimrock Knight // Boulder Rush,['R'],['Creature'],0.03,"['boost-power', 'combat-trick']"
"Rin and Seri, Inseparable","['G', 'R', 'W']",['Creature'],0.02,"['unique-type-line', 'lifegain', 'noncreature-tribal', 'repeatable-token-generator', 'cast-trigger-you', 'burn-any', 'burn-player', 'removal-creature-burn', 'power-matters', 'removal-planeswalker-burn', 'tribal-coupling', 'removal-creature', 'cast-trigger', 'one-sided-fight', 'removal-battle-burn', 'removal-planeswalker', 'removal']"
"Rin and Seri, Inseparabler","['G', 'R', 'W']",['Creature'],,"['gives-haste', 'tribal-coupling', 'fun-ruling', 'type-change', 'typal-creature', 'typal']"
Ring of Evos Isle,['C'],['Artifact'],0.03,"['gives-pp-counters', 'protects-creature', 'synergy-blue', 'gives-hexproof', 'protects-permanent', 'cycle']"
Ring of Gix,['C'],['Artifact'],0.02,"['intervening-if-clause', 'namesake-spell', 'drawback', 'tapper-creature', 'hate-artifact', 'tapper-artifact', 'card-names']"
Ring of Immortals,['C'],['Artifact'],,"['counterspell', 'blue-effect']"
Ring of Kalonia,['C'],['Artifact'],0.03,"['gives-pp-counters', 'gives-trample', 'synergy-green', 'cycle']"
Ring of Ma'rûf,['C'],['Artifact'],0.02,"['virtual-legendary', 'draw-matters']"
Ring of Renewal,['C'],['Artifact'],0.02,"['alliteration', 'alliteration', 'discard-outlet', 'rummage', 'card-advantage', 'tome', 'red-effect', 'card-names']"
Ring of Three Wishes,['C'],['Artifact'],0.02,"['tutor-to-hand', 'tome', 'tutor-card', 'tutor-to', 'tutor']"
Ring of Thune,['C'],['Artifact'],0.04,"['gives-pp-counters', 'gives-vigilance', 'synergy-white', 'cycle']"
Ring of Valkas,['C'],['Artifact'],0.11,"['gives-pp-counters', 'gives-haste', 'synergy-red', 'cycle']"
Ring of Xathrid,['C'],['Artifact'],0.03,"['namesake-spell', 'gives-pp-counters', 'synergy-black', 'cycle', 'card-names']"
Rings of Brighthearth,['C'],['Artifact'],0.03,['copy']
Ringsight,"['B', 'U']",['Sorcery'],0.03,"['tutor-to-hand', 'synergy-legendary', 'synergy-color-share', 'gives-evasion', 'tutor-card', 'tutor-to', 'tutor', 'draft-signpost', 'cycle']"
Ringskipper,['U'],['Creature'],0.03,"['evasion', 'death-trigger-self', 'death-trigger', 'regrowth-self', 'card-advantage', 'regrowth', 'leaves-battlefield-trigger', 'recursion']"
Ringwarden Owl,['U'],['Creature'],0.04,"['evasion', 'french-vanilla', 'cast-trigger-you', 'synergy-noncreature', 'cast-trigger', 'flavors-of-vanilla']"
Ringwraiths,['B'],['Creature'],0.02,"['opponent-loses-life', 'removal-creature-toughness', 'removal-creature', 'regrowth-self', 'trigger-from-graveyard', 'card-advantage', 'regrowth', 'removal', 'recursion']"
"Rionya, Fire Dancer",['R'],['Creature'],0.39,"['repeatable-token-generator', 'delayed-triggered-ability', 'synergy-instant', 'synergy-sorcery', 'copy-creature', 'temporary-token', 'copy']"
Riot Control,['W'],['Instant'],0.03,"['lifegain', 'damage-prevention', 'damage-prevention-you', 'aikido', 'aikido']"
Riot Devils,['R'],['Creature'],0.03,[]
Riot Gear,['C'],['Artifact'],0.04,[]
Riot Piker,['R'],['Creature'],0.03,[]
Riot Ringleader,['R'],['Creature'],0.03,"['alliteration', 'alliteration', 'attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'tribal-human', 'typal-creature', 'typal', 'card-names']"
Riot Spikes,"['B', 'R']",['Enchantment'],0.03,"['removal-creature-toughness', 'removal-creature', 'flowstone', 'removal', 'cycle']"
Rip Apart,"['R', 'W']",['Sorcery'],0.03,"['removal-creature-burn', 'removal-artifact-destroy', 'modal', 'removal-planeswalker-burn', 'removal-enchantment-destroy', 'disenchant-naturalize', 'removal-creature', 'removal-artifact', 'removal-planeswalker', 'removal-enchantment', 'removal']"
Rip-Clan Crasher,"['G', 'R']",['Creature'],0.03,"['alliteration', 'alliteration', 'french-vanilla', 'flavors-of-vanilla', 'cycle', 'card-names']"
"Rip, Spawn Hunter","['G', 'W']",['Creature'],0.03,"['intervening-if-clause', 'power-matters', 'power-matters-self', 'impulse', 'card-advantage', 'impulse-creature']"
Riparian Tiger,['G'],['Creature'],0.04,"['attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'energy-generator']"
Ripchain Razorkin,['R'],['Creature'],0.03,"['alliteration', 'alliteration', 'draw', 'repeatable-draw', 'mana-sink', 'sacrifice-outlet-land', 'card-advantage', 'sacrifice-outlet', 'card-names']"
Ripclaw Wrangler,['B'],['Artifact'],0.03,"['virtual-vanilla', 'tap-fuel-creature', 'discard', 'type-change', 'animate-self', 'animate-self', 'flavors-of-vanilla', 'animate', 'animate']"
Ripjaw Raptor,['G'],['Creature'],0.35,"['alliteration', 'alliteration', 'draw', 'repeatable-draw', 'card-advantage', 'card-names']"
Ripples of Potential,['U'],['Instant'],1.47,"['protects-creature', 'counters-matter', 'protects-permanent']"
Ripples of Undeath,['B'],['Enchantment'],0.02,"['life-payment', 'mill-self', 'mulch', 'card-advantage', 'mill']"
Ripscale Predator,['R'],['Creature'],0.01,"['evasion', 'creature-type-erratum', 'french-vanilla', 'flavors-of-vanilla']"
Riptide,['U'],['Instant'],,"['single-english-word-name', 'tapper-creature', 'hate-color', 'card-names']"
Riptide Biologist,['U'],['Creature'],0.06,"['evasion', 'creature-type-erratum', 'noncreature-tribal', 'french-vanilla', 'hate-set-mechanic', 'typal-creature', 'typal', 'hate-tribal', 'flavors-of-vanilla']"
Riptide Chimera,['U'],"['Enchantment', 'Creature']",0.03,"['evasion', 'drawback', 'synergy-enchantment', 'bounce', 'rescue']"
Riptide Chronologist,['U'],['Creature'],0.06,"['creature-type-erratum', 'untapper-creature', 'martyr', 'sacrifice-self', 'typal-creature', 'typal']"
Riptide Crab,"['U', 'W']",['Creature'],,"['draw', 'death-trigger-self', 'death-trigger', 'card-advantage', 'leaves-battlefield-trigger', 'cycle']"
Riptide Director,['U'],['Creature'],0.02,"['creature-type-erratum', 'noncreature-tribal', 'draw', 'repeatable-draw', 'card-advantage', 'typal-creature', 'typal']"
Riptide Entrancer,['U'],['Creature'],0.02,"['creature-type-erratum', 'saboteur', 'martyr', 'sacrifice-self', 'theft-creature', 'theft', 'control-changing-effects']"
Riptide Gearhulk,"['U', 'W']","['Artifact', 'Creature']",1.58,"['virtual-french-vanilla', 'cast-trigger-you', 'synergy-noncreature', 'removal-creature', 'cast-trigger', 'removal-artifact', 'tuck', 'removal-planeswalker', 'removal-enchantment', 'removal', 'flavors-of-vanilla']"
Riptide Laboratory,['C'],['Land'],0.02,"['noncreature-tribal', 'utility-land', 'rescue-creature', 'bounce', 'typal-creature', 'rescue', 'typal', 'cycle-land', 'cycle']"
Riptide Mangler,['U'],['Creature'],0.02,"['power-matters', 'shapechange']"
Riptide Pilferer,['U'],['Creature'],0.04,"['saboteur', 'discard', 'discard-with-set-mechanic']"
Riptide Replicator,['C'],['Artifact'],0.02,"['alliteration', 'alliteration', 'repeatable-token-generator', 'mana-sink', 'counters-matter', 'card-names']"
Riptide Shapeshifter,['U'],['Creature'],0.04,"['martyr', 'sacrifice-self', 'card-advantage', 'typal-creature', 'consult', 'typal']"
Riptide Survivor,['U'],['Creature'],0.04,"['creature-type-erratum', 'discard-outlet', 'rummage', 'card-advantage', 'turn-face-up-trigger-self', 'face-up-face-down-effects', 'red-effect']"
Riptide Turtle,['U'],['Creature'],0.03,"['french-vanilla', 'drawback', 'flavors-of-vanilla']"
Rise Again,['B'],['Sorcery'],0.03,"['reanimate-creature', 'reanimate', 'recursion-creature', 'recursion']"
Rise and Shine,['U'],['Sorcery'],0.05,"['gives-pp-counters', 'synergy-artifact', 'type-change', 'animate', 'animate']"
Rise from the Grave,['B'],['Sorcery'],,"['reanimate-creature', 'type-change', 'untracked-indefinite-effect', 'color-change', 'reanimate-from-opponent', 'typal-creature', 'reanimate', 'recursion-creature', 'indefinite-effect', 'typal', 'recursion']"
Rise from the Tides,['U'],['Sorcery'],,"['synergy-instant', 'synergy-sorcery', 'out-of-color-token', 'cards-in-graveyard-matter']"
Rise from the Wreck,['G'],['Sorcery'],0.01,"['noncreature-tribal', 'regrowth-creature', 'card-advantage', 'synergy-vehicle', 'regrowth', 'typal-creature', 'recursion-creature', 'typal', 'recursion']"
Rise of Eagles,['U'],['Sorcery'],0.04,"['evasion', 'top-deck-manipulation']"
Rise of Extus,"['B', 'W']",['Sorcery'],0.03,"['discard-outlet', 'unique-mana-cost', 'hate-graveyard', 'rummage', 'removal-creature-exile', 'removal-creature', 'card-advantage', 'removal', 'red-effect']"
Rise of the Ants,['G'],['Sorcery'],0.03,"['lifegain', 'unique-token', 'cast-from-graveyard']"
Rise of the Dark Realms,['B'],['Sorcery'],0.02,"['alliteration', 'alliteration', 'reanimate-creature', 'reanimate-from-opponent', 'reanimate', 'recursion-creature', 'recursion', 'card-names']"
Rise of the Dread Marn,['B'],['Instant'],0.02,"['requires-notation', 'morbid']"
Rise of the Eldrazi,['C'],['Sorcery'],13.35,"['draw', 'unique-mana-cost', 'removal-creature', 'hate-counterspell', 'card-advantage', 'removal-artifact', 'removal-land', 'removal-planeswalker', 'removal-enchantment', 'removal-permanent', 'removal', 'card-names']"
Rise of the Hobgoblins,"['R', 'W']",['Enchantment'],0.02,"['gives-first-strike', 'synergy-white', 'synergy-red']"
Rise of the Varmints,['G'],['Sorcery'],0.03,"['unique-token', 'cards-in-graveyard-matter']"
